CDODefId,CDOName,Workspace,OntologyStatus,OntologyFile,Classification,Rationale,FieldCount,ForeignKeyCount,IncomingForeignKeyCount
679477552,A_ScheduleTravelerParams,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477658,A_ScheduleTravelerParamsHistor,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477512,A_ScheduleWafers,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,13,2,0
679477602,A_ScheduleWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,2,0
679477506,A_ScheduleWIPLots,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477591,A_ScheduleWIPLotsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,2,0
679477294,A_ServiceAttrsSetup,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,5,1
679477295,A_ServiceAttrsSetupDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,20,2,1
679477431,A_ServiceRules,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,2,2
679477432,A_ServiceRulesValidations,40,modeled,semiconductor_print_interface_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,1,0
679477326,A_ServiceSetup,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,4,4
679477457,A_ServiceSetupBusinessRules,40,modeled,semiconductor_print_interface_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,2,0
679477426,A_ServiceSetupPopUps,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,11,1,0
679477327,A_ServiceSetupQueries,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,10,2,0
679477433,A_ServiceSetupRules,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,8,2,0
679477605,A_SetTestProgramHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,1,0
679477448,A_SetupAccess,csi,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,369
679477578,A_ShipCancelLotHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,18,1,0
679477504,A_ShipErrors,40,modeled,semiconductor_shipping_integration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,30,2,0
679477579,A_ShipErrorsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,26,0,0
679477314,A_ShipFactoryCode,40,modeled,semiconductor_print_pack_ship_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477284,A_ShipFromFactory,40,modeled,semiconductor_shipping_integration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,3,3
679477285,A_ShipFromFactoryDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,11,4,0
679477577,A_ShipLotHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,18,1,0
679477313,A_ShipPlantCode,40,modeled,semiconductor_shipping_integration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477275,A_ShipToFactory,40,modeled,semiconductor_shipping_integration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,3,4
679477282,A_ShipToFactoryDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,12,3,0
679477274,A_ShipToProcess,40,modeled,semiconductor_shipping_integration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477682,A_SlotMap,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,12,3,1
679477360,A_SortIQCLotCheck,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477361,A_SortIQCWaferCheck,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477362,A_SortNoteCode,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477364,A_SortSQAFailure,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477366,A_SPCChart,csi,modeled,semiconductor_user_job_spc_configuration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,5
679477371,A_SPCChartParams,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,12,1,0
679477359,A_SPCConnection,csi,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,18,2,2
679477464,A_SPCExcludeReason,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477367,A_SPCMacro,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,1
679477434,A_SPCMatrix,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,27,14,6
679477465,A_SPCMatrixParams,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,0
681574430,A_SPCMatrixss_CustomSPCGridFil,40,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
679477365,A_SPCRules,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,5
679477370,A_SPCRulesParams,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,0
679477368,A_SPCSetup,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,30,11,10
679477369,A_SPCSetupDetails,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,34,8,4
679477374,A_SPCSetupDetailsData,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,10,1,0
681574519,A_SPCSetupDetailsInlineParam,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,1,0
679477375,A_SPCSetupDetailsParams,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,1,0
681574517,A_SPCSetupDetailsTitle,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,0
679477373,A_SPCSetupParams,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,1,0
679477372,A_SPCSetupQuery,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477458,A_SPCTxnData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,40,11,3
679477463,A_SPCTxnDataDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,29,7,2
679477460,A_SPCTxnDataMessages,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,0
679477459,A_SPCTxnDataParams,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477462,A_SPCTxnDataPoint,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,4,0
681574518,A_SPCWIPDataMatrixParams,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,0
679477354,A_SpecHoldLocations,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477430,A_SpecYieldTypes,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,13,6,0
679477598,A_SplitWafersHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,22,2,1
689963086,A_StatusModelDetail,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,14,4,1
689963087,A_StatusModelDetailToReason,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,9,3,0
679477325,A_StepCycleTimeSetup,40,modeled,semiconductor_scheduling_flow_ontology.json,modeled,存在与物理CDOName精确同名的本体类,17,7,0
679477289,A_StepLogic,40,modeled,semiconductor_scheduling_flow_ontology.json,modeled,存在与物理CDOName精确同名的本体类,26,9,1
679477685,A_SubRecipes,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,12,2,0
679477387,A_TerminateAccount,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,0
679477280,A_TerminateReason,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,1
679477607,A_TestCorrelationHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,2,0
679477348,A_TestIQCOption,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,25,2,1
679477349,A_TestIQCParams,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,1
679477350,A_TestIQCParamsDetails,40,modeled,semiconductor_spc_quality_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,1,0
679477352,A_TestIQCRuntimeData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,3,0
679477351,A_TestIQCSetup,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,29,4,1
679477437,A_TestProgramSetup,40,modeled,semiconductor_process_equipment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,16,7,1
679477438,A_TestProgramSetupDetails,40,modeled,semiconductor_process_wip_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,2,0
679477408,A_ToolPlan,csi,modeled,tool_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,3,10
689963046,A_ToolPlanDetails,csi,modeled,tool_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,4,0
679477409,A_ToolPlanItem,40,modeled,semiconductor_process_wip_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,2,1
679477410,A_ToolPlanItemDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,11,3,0
679477679,A_ToolPlanMatrix,40,modeled,semiconductor_carrier_material_tool_ontology.json,modeled,存在与物理CDOName精确同名的本体类,26,11,0
679477609,A_TrackInLotHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,15,2,2
679477610,A_TrackInLotHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,0
679477647,A_TrackInLotHistoryWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477612,A_TrackOutLotHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,15,1,1
679477648,A_TrackOutLotHistoryWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,1,0
679477323,A_UnTerminateReason,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,0
679477315,A_UTAReason,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477355,A_VarianceReason,40,modeled,semiconductor_quality_iqc_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477439,A_WaferAttributeSetup,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,9
679477664,A_WaferMapHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,26,6,0
679477420,A_WIPDataDisplayFilter,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477330,A_WIPDataName,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,3,12
679477267,A_WIPDataSetup,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,28,12,19
679477331,A_WIPDataSetupDetails,40,modeled,semiconductor_process_wip_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,48,22,3
679477332,A_WIPDataSetupDetailsValues,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,0
679477492,A_WIPEquipment,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,75,16,9
679477494,A_WIPEquipmentBins,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,3,0
679477566,A_WIPEquipmentBinsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,3,0
679477498,A_WIPEquipmentData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,41,17,0
679477575,A_WIPEquipmentDataHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,33,8,0
679477565,A_WIPEquipmentHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,74,15,7
681574507,A_WIPEquipmentLPorts,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,0
681574508,A_WIPEquipmentLPortsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477495,A_WIPEquipmentParams,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,15,3,0
679477567,A_WIPEquipmentParamsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,15,3,0
679477493,A_WIPEquipmentRejects,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,34,5,0
679477568,A_WIPEquipmentRejectsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,34,5,0
679477553,A_WIPEquipmentTools,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477662,A_WIPEquipmentToolsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477539,A_WIPEquipmentWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,1,0
679477645,A_WIPEquipmentWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,1,0
679477449,A_WIPInstructions,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,25,8,0
679477487,A_WIPLot,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,94,7,7
679477490,A_WIPLotBins,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,20,3,0
679477570,A_WIPLotBinsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,21,3,0
679477497,A_WIPLotData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,43,19,0
679477574,A_WIPLotDataHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,36,10,0
679477488,A_WIPLotDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,55,2,8
679477518,A_WIPLotDetailsData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,46,20,0
679477622,A_WIPLotDetailsDataHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,39,11,0
679477571,A_WIPLotDetailsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,53,2,5
679477517,A_WIPLotDetailsTemp,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,16,2,1
679477537,A_WIPLotDetailsTempData,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,8,0
679477536,A_WIPLotDetailsTempValidQtys,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477540,A_WIPLotDetailsWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,27,2,1
679477646,A_WIPLotDetailsWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,27,2,0
679477491,A_WIPLotFailures,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,30,6,0
679477572,A_WIPLotFailuresHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,30,6,0
679477569,A_WIPLotHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,94,5,3
679477489,A_WIPLotRejects,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,37,5,1
679477573,A_WIPLotRejectsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,38,6,0
679477621,A_WIPLotWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,1,0
679477556,A_WIPMaterials,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,6,0
679477429,A_YieldLimits,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,66,41,3
679477347,A_YieldType,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,4
1418,ActionCategory,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,14,2,2
1355,ActionDef,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,3,4
1357,ActionDefActionRules,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
271,ActionDefinition,csi,modeled,workflow_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
1356,ActionRule,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,2
1349,ActionsMenu,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
1350,ActionsMenuItem,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,10,2,0
1470,ActivateChangePkgHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,1,0
1227,ActiveUserSession,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,6,0,0
1155,Activity,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,46,10,8
1160,ActivityESigHistoryDetails,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1290,ActivityEventFailures,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1306,ActivityNewProcessObjects,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,1,0
1177,ActivityonExecuteRules,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1156,ActivityPlan,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,42,9,8
1162,ActivityPlanESigHistoryDetails,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1294,ActivityPlanEventLots,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1174,ActivityPlanonCompleteRules,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1173,ActivityPlanonStartRules,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1159,ActivityPlanPrerequisites,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
1157,ActivityPrerequisites,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
1151,ActivityTemplate,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,30,8,4
1168,ActivityTemplateonExecuteRules,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1152,ActivityTemplateOrganizations,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1411,AddSPCAnnotationHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,3,0
272,AlarmDefinition,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,20,5,2
273,AlarmDefinitionTextVariables,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
1249,ApprovalDecision,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,1,2
1234,ApprovalDecisionList,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,4
1246,ApprovalRoutingInfo,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,1,1
1236,ApprovalSheet,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,28,9,5
1231,ApprovalSheetEntry,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,35,9,2
1241,ApprovalSheetHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,3,0
1240,ApprovalSheetMap,csi,modeled,organization_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,2,0
1232,ApprovalSheetTemplate,csi,modeled,semiconductor_shared_support_ontology.json,modeled,存在与物理CDOName精确同名的本体类,16,3,4
1427,AQLLevel,csi,modeled,aql_levels_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,13
1471,AssignChangePkgContentHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,2
1484,AssignChangePkgContentHistoryI,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1483,AssignChangePkgContentHistoryT,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1416,AssignChecklistHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,2,1
1417,AssignChecklistToEventHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,3,0
1019,AssignedMaintReq,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,4,2
1280,AssignmentHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,4,0
1745,AssociateActionTxnMap,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,11,1,0
481,AssociateHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,2,1
482,AssociateHistoryChildCnts,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
1493,AttachDocumentHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,27,3,0
1094,AttachedDocs,csi,modeled,semiconductor_action_approval_esign_ontology.json,modeled,存在与物理CDOName精确同名的本体类,14,1,3
1048,BillOfProcess,csi,modeled,billofprocess_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,4,9
1047,BillOfProcessBase,csi,modeled,cross_module_ontology.json,modeled,存在与物理CDOName精确同名的本体类,6,1,1
1049,BillOfProcessOverride,csi,modeled,billofprocess_ontology.json,modeled,存在与物理CDOName精确同名的本体类,18,8,3
1050,BillOfProcessOverrideTxnMap,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,4,0,0
695,BillType,csi,modeled,semiconductor_shared_support_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,5
368,Bin,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,21,5,0
1115,BizRuleHandlerParameter,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,1,1
1120,BizRuleParameter,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,3,0
698,BOM,csi,modeled,bom_ontology.json,modeled,存在与物理CDOName精确同名的本体类,16,5,5
696,BOMBase,csi,modeled,semiconductor_revision_bases_ontology.json,modeled,存在与物理CDOName精确同名的本体类,6,1,1
864,BOMMaterialListItem,csi,modeled,erpbom_ontology.json,modeled,存在与物理CDOName精确同名的本体类,51,9,2
679477248,BOMMaterialListItemAlternateMa,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
560,BonusReason,csi,modeled,bonus_reasons_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
638,BonusReasonGroup,csi,modeled,bonus_reasons_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,4
1727,BPSpecBizRuleTxnMap,csi,modeled,spec_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,3,0
1461,BusinessProcessSpec,csi,modeled,business_process_ontology.json,modeled,存在与物理CDOName精确同名的本体类,21,4,5
1460,BusinessProcessSpecBase,csi,modeled,semiconductor_revision_bases_ontology.json,modeled,存在与物理CDOName精确同名的本体类,6,1,1
1463,BusinessProcessWorkflow,csi,modeled,business_process_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,4,6
1462,BusinessProcessWorkflowBase,csi,modeled,semiconductor_revision_bases_ontology.json,modeled,存在与物理CDOName精确同名的本体类,6,1,1
1118,BusinessRule,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,3,17
1119,BusinessRuleData,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,1,17
1121,BusinessRuleDataHandlers,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1180,BusinessRuleExecutionHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,1,1
1116,BusinessRuleHandler,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,14,3,4
1117,BusinessRuleHandlerData,csi,modeled,businessrule_ontology.json,modeled,存在与物理CDOName精确同名的本体类,10,1,3
1181,BusinessRuleParameterValues,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,12,2,0
1371,ButtonLabel,csi,not_modeled,,internal_infrastructure,名称显示为UI、查询、门户或内部基础设施,8,1,2
561,BuyReason,csi,modeled,buy_reasons_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,2
789,BuyReasonGroup,csi,modeled,buy_reasons_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,6
880,CalendarShift,csi,modeled,mfgcalendar_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,2,1
1135,CAPA,csi,modeled,quality_ontology.json,modeled,存在与物理CDOName精确同名的本体类,39,18,4
1136,CAPAAdditionalOrganizations,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1188,CAPACurrentCrossRefs,csi,not_modeled,,internal_or_unclassified,缺少顶级建模实体的稳定特征,5,2,0
1340,CAPACustomData,csi,modeled,quality_ontology.json,modeled,存在与物理CDOName精确同名的本体类,5,0,1
1342,CAPACustomHistoryDetail,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,7,0,1
1198,CAPAHistoryDetail,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,9,1
